state,regional_division,population,article_title,revision_id,article_quality
Florida,South Atlantic,21828069,"Apopka, Florida",1173494895,GA
Florida,South Atlantic,21828069,"Arcadia, Florida",1174087836,C
Florida,South Atlantic,21828069,"Archer, Florida",1165507406,C
Florida,South Atlantic,21828069,"Astatula, Florida",1167152854,C
Florida,South Atlantic,21828069,"Atlantic Beach, Florida",1176666819,C
Florida,South Atlantic,21828069,"Atlantis, Florida",1177138692,C
Florida,South Atlantic,21828069,"Auburndale, Florida",1165507967,GA
Florida,South Atlantic,21828069,"Aventura, Florida",1178546238,GA
Florida,South Atlantic,21828069,"Avon Park, Florida",1166282448,C
Florida,South Atlantic,21828069,"Bal Harbour, Florida",1178681449,GA
Florida,South Atlantic,21828069,"Baldwin, Florida",1168420952,C
Florida,South Atlantic,21828069,"Bartow, Florida",1177382731,FA
Florida,South Atlantic,21828069,"Bascom, Florida",1166015103,Start
Florida,South Atlantic,21828069,"Bay Harbor Islands, Florida",1178685201,GA
Florida,South Atlantic,21828069,"Bay Lake, Florida",1177962884,C
Florida,South Atlantic,21828069,"Bell, Florida",1166015320,C
Florida,South Atlantic,21828069,"Belle Glade, Florida",1179636673,B
Florida,South Atlantic,21828069,"Belle Isle, Florida",1176209204,C
Florida,South Atlantic,21828069,"Belleair Beach, Florida",1165509097,Start
Florida,South Atlantic,21828069,"Belleair Bluffs, Florida",1166697404,Start
Florida,South Atlantic,21828069,"Belleair Shore, Florida",1166015334,Start
Florida,South Atlantic,21828069,"Belleair, Florida",1166158869,C
Florida,South Atlantic,21828069,"Belleview, Florida",1165509121,C
Florida,South Atlantic,21828069,"Beverly Beach, Florida",1166015630,C
Florida,South Atlantic,21828069,"Biscayne Park, Florida",1178705272,C
Florida,South Atlantic,21828069,"Blountstown, Florida",1165536427,C
Florida,South Atlantic,21828069,"Boca Raton, Florida",1178712712,B
Florida,South Atlantic,21828069,"Bonifay, Florida",1165536620,C
Florida,South Atlantic,21828069,"Bonita Springs, Florida",1134462890,C
Florida,South Atlantic,21828069,"Bowling Green, Florida",1167150915,C
Florida,South Atlantic,21828069,"Boynton Beach, Florida",1178001911,GA
Florida,South Atlantic,21828069,"Bradenton Beach, Florida",1169069659,C
Florida,South Atlantic,21828069,"Bradenton, Florida",1178615744,B
Florida,South Atlantic,21828069,"Branford, Florida",1166016197,C
Florida,South Atlantic,21828069,"Briny Breezes, Florida",1178069036,GA
Florida,South Atlantic,21828069,"Bristol, Florida",1165537145,C
Florida,South Atlantic,21828069,"Bronson, Florida",1173077416,C
Florida,South Atlantic,21828069,"Brooker, Florida",1166016408,C
Florida,South Atlantic,21828069,"Brooksville, Florida",1178974476,C
Florida,South Atlantic,21828069,"Bunnell, Florida",1176022193,C
Florida,South Atlantic,21828069,"Bushnell, Florida",1165537790,C
Florida,South Atlantic,21828069,"Callahan, Florida",1168420128,C
Florida,South Atlantic,21828069,"Callaway, Florida",1165537988,C
Florida,South Atlantic,21828069,"Campbellton, Florida",1166017115,C
Florida,South Atlantic,21828069,"Cape Canaveral, Florida",1169197249,C
Florida,South Atlantic,21828069,"Cape Coral, Florida",1175700640,C
Florida,South Atlantic,21828069,"Carrabelle, Florida",1165538424,GA
Florida,South Atlantic,21828069,"Caryville, Florida",1167160805,C
Florida,South Atlantic,21828069,"Casselberry, Florida",1178480470,C
Florida,South Atlantic,21828069,"Cedar Key, Florida",1178839405,GA
Florida,South Atlantic,21828069,"Center Hill, Florida",1165538793,GA
Florida,South Atlantic,21828069,"Century, Florida",1169566273,C
Florida,South Atlantic,21828069,"Chattahoochee, Florida",1175497067,C
Florida,South Atlantic,21828069,"Chiefland, Florida",1173190178,GA
Florida,South Atlantic,21828069,"Chipley, Florida",1165539335,C
Florida,South Atlantic,21828069,"Cinco Bayou, Florida",1166017994,C
Florida,South Atlantic,21828069,"Clearwater, Florida",1173040753,B
Florida,South Atlantic,21828069,"Clermont, Florida",1166291023,C
Florida,South Atlantic,21828069,"Clewiston, Florida",1165644399,C
Florida,South Atlantic,21828069,"Cloud Lake, Florida",1179687729,C
Florida,South Atlantic,21828069,"Cocoa Beach, Florida",1165644625,B
Florida,South Atlantic,21828069,"Cocoa, Florida",1165644632,GA
Florida,South Atlantic,21828069,"Coconut Creek, Florida",1176910108,C
Florida,South Atlantic,21828069,"Coleman, Florida",1165644721,C
Florida,South Atlantic,21828069,"Cooper City, Florida",1177434475,C
Florida,South Atlantic,21828069,"Coral Gables, Florida",1177779034,GA
Florida,South Atlantic,21828069,"Coral Springs, Florida",1177434507,GA
Florida,South Atlantic,21828069,"Cottondale, Florida",1166018930,Start
Florida,South Atlantic,21828069,County (United States),1178988667,GA
Florida,South Atlantic,21828069,"Crescent City, Florida",1165645538,GA
Florida,South Atlantic,21828069,"Crestview, Florida",1171177230,C
Florida,South Atlantic,21828069,"Cross City, Florida",1173447610,C
Florida,South Atlantic,21828069,"Crystal River, Florida",1172618798,GA
Florida,South Atlantic,21828069,"Cutler Bay, Florida",1179466972,GA
Florida,South Atlantic,21828069,"Dade City, Florida",1173042622,C
Florida,South Atlantic,21828069,"Dania Beach, Florida",1175301584,C
Florida,South Atlantic,21828069,"Davenport, Florida",1172529995,GA
Florida,South Atlantic,21828069,"Davie, Florida",1179496933,C
Florida,South Atlantic,21828069,"Daytona Beach Shores, Florida",1165646291,C
Florida,South Atlantic,21828069,"Daytona Beach, Florida",1172480716,B
Florida,South Atlantic,21828069,"DeBary, Florida",1177895690,C
Florida,South Atlantic,21828069,"DeFuniak Springs, Florida",1178159342,C
Florida,South Atlantic,21828069,"DeLand, Florida",1166493270,C
Florida,South Atlantic,21828069,"Deerfield Beach, Florida",1177367722,B
Florida,South Atlantic,21828069,"Delray Beach, Florida",1178122448,B
Florida,South Atlantic,21828069,"Deltona, Florida",1178002932,FA
Florida,South Atlantic,21828069,"Destin, Florida",1169789354,B
Florida,South Atlantic,21828069,"Doral, Florida",1179179305,B
Florida,South Atlantic,21828069,"Dundee, Florida",1166067125,GA
Florida,South Atlantic,21828069,"Dunedin, Florida",1175893779,B
Florida,South Atlantic,21828069,"Dunnellon, Florida",1170220356,C
Florida,South Atlantic,21828069,"Eagle Lake, Florida",1165647514,C
Florida,South Atlantic,21828069,"Eatonville, Florida",1176396961,GA
Florida,South Atlantic,21828069,"Ebro, Florida",1166067439,C
Florida,South Atlantic,21828069,"Edgewater, Volusia County, Florida",1175731997,C
Florida,South Atlantic,21828069,"Edgewood, Florida",1165647835,C
Florida,South Atlantic,21828069,"El Portal, Florida",1178714543,C
Florida,South Atlantic,21828069,"Estero, Florida",1177484960,GA
Florida,South Atlantic,21828069,"Esto, Florida",1166067839,Start
Florida,South Atlantic,21828069,"Eustis, Florida",1164399034,C
Florida,South Atlantic,21828069,"Everglades City, Florida",1169357919,GA
Florida,South Atlantic,21828069,"Fanning Springs, Florida",1173077593,C
Florida,South Atlantic,21828069,"Fellsmere, Florida",1165746825,GA
Florida,South Atlantic,21828069,"Fernandina Beach, Florida",1178601143,C
Florida,South Atlantic,21828069,"Flagler Beach, Florida",1166554086,C
Florida,South Atlantic,21828069,"Florida City, Florida",1179470491,GA
Florida,South Atlantic,21828069,"Fort Lauderdale, Florida",1179474029,B
Florida,South Atlantic,21828069,"Fort Meade, Florida",1165747201,GA
Florida,South Atlantic,21828069,"Fort Myers Beach, Florida",1166068510,C
Florida,South Atlantic,21828069,"Fort Myers, Florida",1179064578,B
Florida,South Atlantic,21828069,"Fort Pierce, Florida",1177185147,C
Florida,South Atlantic,21828069,"Fort Walton Beach, Florida",1168207812,GA
Florida,South Atlantic,21828069,"Fort White, Florida",1176602628,C
Florida,South Atlantic,21828069,"Freeport, Florida",1178917570,C
Florida,South Atlantic,21828069,"Frostproof, Florida",1174732050,C
Florida,South Atlantic,21828069,"Fruitland Park, Florida",1165747491,C
Florida,South Atlantic,21828069,"Gainesville, Florida",1176437542,B
Florida,South Atlantic,21828069,"Glen Ridge, Florida",1179686950,GA
Florida,South Atlantic,21828069,"Glen St. Mary, Florida",1166069473,C
Florida,South Atlantic,21828069,"Golden Beach, Florida",1178547613,C
Florida,South Atlantic,21828069,"Golf, Florida",1177910572,GA
Florida,South Atlantic,21828069,"Graceville, Florida",1165748310,GA
Florida,South Atlantic,21828069,"Grand Ridge, Florida",1173939736,Start
Florida,South Atlantic,21828069,"Grant-Valkaria, Florida",1166069748,C
Florida,South Atlantic,21828069,"Green Cove Springs, Florida",1168420264,C
Florida,South Atlantic,21828069,"Greenacres, Florida",1175159124,GA
Florida,South Atlantic,21828069,"Greensboro, Florida",1166180000,C
Florida,South Atlantic,21828069,"Greenville, Florida",1179127440,C
Florida,South Atlantic,21828069,"Greenwood, Florida",1166180067,Start
Florida,South Atlantic,21828069,"Gretna, Florida",1173303070,GA
Florida,South Atlantic,21828069,"Groveland, Florida",1174006617,GA
Florida,South Atlantic,21828069,"Gulf Breeze, Florida",1163868304,C
Florida,South Atlantic,21828069,"Gulf Stream, Florida",1178067371,C
Florida,South Atlantic,21828069,"Gulfport, Florida",1165748907,GA
Florida,South Atlantic,21828069,"Haines City, Florida",1164913841,GA
Florida,South Atlantic,21828069,"Hallandale Beach, Florida",1175355336,C
Florida,South Atlantic,21828069,"Hampton, Florida",1165749125,GA
Florida,South Atlantic,21828069,"Havana, Florida",1173510088,GA
Florida,South Atlantic,21828069,"Haverhill, Florida",1179685760,GA
Florida,South Atlantic,21828069,"Hawthorne, Florida",1173751938,C
Florida,South Atlantic,21828069,"Hialeah Gardens, Florida",1179163371,C
Florida,South Atlantic,21828069,"Hialeah, Florida",1179159927,GA
Florida,South Atlantic,21828069,"High Springs, Florida",1165749960,C
Florida,South Atlantic,21828069,"Highland Beach, Florida",1178080171,GA
Florida,South Atlantic,21828069,"Highland Park, Florida",1167137053,C
Florida,South Atlantic,21828069,"Hillcrest Heights, Florida",1166181036,GA
Florida,South Atlantic,21828069,"Hilliard, Florida",1168421192,C
Florida,South Atlantic,21828069,"Hillsboro Beach, Florida",1174994841,GA
Florida,South Atlantic,21828069,"Holly Hill, Florida",1166493394,C
Florida,South Atlantic,21828069,"Hollywood, Florida",1179549787,B
Florida,South Atlantic,21828069,"Holmes Beach, Florida",1177412790,C
Florida,South Atlantic,21828069,"Homestead, Florida",1179468337,C
Florida,South Atlantic,21828069,"Horseshoe Beach, Florida",1173051641,Start
Florida,South Atlantic,21828069,"Howey-in-the-Hills, Florida",1166181453,GA
Florida,South Atlantic,21828069,"Hypoluxo, Florida",1177178077,GA
Florida,South Atlantic,21828069,"Indialantic, Florida",1169937850,C
Florida,South Atlantic,21828069,"Indian Creek, Florida",1178687550,GA
Florida,South Atlantic,21828069,"Indian Harbour Beach, Florida",1177486307,C
Florida,South Atlantic,21828069,"Indian River Shores, Florida",1166181658,C
Florida,South Atlantic,21828069,"Indian Rocks Beach, Florida",1176651501,C
Florida,South Atlantic,21828069,"Indian Shores, Florida",1166181661,C
Florida,South Atlantic,21828069,"Indiantown, Florida",1167177415,GA
Florida,South Atlantic,21828069,"Inglis, Florida",1167159566,C
Florida,South Atlantic,21828069,"Interlachen, Florida",1167157916,C
Florida,South Atlantic,21828069,"Inverness, Florida",1179635647,GA
Florida,South Atlantic,21828069,"Islamorada, Florida",1172589922,C
Florida,South Atlantic,21828069,"Jacksonville Beach, Florida",1168556268,C
Florida,South Atlantic,21828069,"Jacksonville, Florida",1179437446,B
Florida,South Atlantic,21828069,"Jacob City, Florida",1156580257,C
Florida,South Atlantic,21828069,"Jasper, Florida",1165751080,C
Florida,South Atlantic,21828069,"Jay, Florida",1167606377,C
Florida,South Atlantic,21828069,"Jennings, Florida",1176915120,GA
Florida,South Atlantic,21828069,"Juno Beach, Florida",1179638869,C
Florida,South Atlantic,21828069,"Jupiter Inlet Colony, Florida",1179637566,C
Florida,South Atlantic,21828069,"Jupiter Island, Florida",1169543767,C
Florida,South Atlantic,21828069,"Jupiter, Florida",1179638375,GA
Florida,South Atlantic,21828069,"Kenneth City, Florida",1157317326,C
Florida,South Atlantic,21828069,"Key Biscayne, Florida",1179457359,C
Florida,South Atlantic,21828069,"Key Colony Beach, Florida",1165752139,C
Florida,South Atlantic,21828069,"Key West, Florida",928910563,Stub
Florida,South Atlantic,21828069,"Keystone Heights, Florida",1165752144,GA
Florida,South Atlantic,21828069,"Kissimmee, Florida",1169750322,C
Florida,South Atlantic,21828069,"LaBelle, Florida",1165752563,GA
Florida,South Atlantic,21828069,"LaCrosse, Florida",1176503403,C
Florida,South Atlantic,21828069,"Lady Lake, Florida",1166182759,GA
Florida,South Atlantic,21828069,"Lake Alfred, Florida",1166493175,GA
Florida,South Atlantic,21828069,"Lake Buena Vista, Florida",1174364624,C
Florida,South Atlantic,21828069,"Lake Butler, Union County, Florida",1161946376,C
Florida,South Atlantic,21828069,"Lake City, Florida",1174913944,GA
Florida,South Atlantic,21828069,"Lake Clarke Shores, Florida",1179689242,FA
Florida,South Atlantic,21828069,"Lake Hamilton, Florida",1166205310,C
Florida,South Atlantic,21828069,"Lake Helen, Florida",1165752703,Start
Florida,South Atlantic,21828069,"Lake Mary, Florida",1172618225,C
Florida,South Atlantic,21828069,"Lake Park, Florida",1179646128,GA
Florida,South Atlantic,21828069,"Lake Placid, Florida",1167160559,GA
Florida,South Atlantic,21828069,"Lake Wales, Florida",1177257994,C
Florida,South Atlantic,21828069,"Lake Worth Beach, Florida",1177140913,GA
Florida,South Atlantic,21828069,"Lakeland, Florida",1178883493,B
Florida,South Atlantic,21828069,"Lantana, Florida",1177148858,GA
Florida,South Atlantic,21828069,"Largo, Florida",1175118326,C
Florida,South Atlantic,21828069,"Lauderdale Lakes, Florida",1175013683,GA
Florida,South Atlantic,21828069,"Lauderdale-by-the-Sea, Florida",1174998038,C
Florida,South Atlantic,21828069,"Lauderhill, Florida",1177374306,GA
Florida,South Atlantic,21828069,"Laurel Hill, Florida",1165889334,C
Florida,South Atlantic,21828069,"Lawtey, Florida",1175241307,GA
Florida,South Atlantic,21828069,"Layton, Florida",1165889573,GA
Florida,South Atlantic,21828069,"Lazy Lake, Florida",1175011686,GA
Florida,South Atlantic,21828069,"Lee, Florida",1166205691,GA
Florida,South Atlantic,21828069,"Leesburg, Florida",1165889826,GA
Florida,South Atlantic,21828069,"Lighthouse Point, Florida",1177295064,GA
Florida,South Atlantic,21828069,"Live Oak, Florida",1177358918,C
Florida,South Atlantic,21828069,"Longboat Key, Florida",1177252479,GA
Florida,South Atlantic,21828069,"Longwood, Florida",1170396288,C
Florida,South Atlantic,21828069,"Loxahatchee Groves, Florida",1178229249,GA
Florida,South Atlantic,21828069,"Lynn Haven, Florida",1168319061,C
Florida,South Atlantic,21828069,"Macclenny, Florida",1165891723,C
Florida,South Atlantic,21828069,"Madeira Beach, Florida",1173184379,C
Florida,South Atlantic,21828069,"Madison, Florida",1165891770,C
Florida,South Atlantic,21828069,"Maitland, Florida",1171066864,C
Florida,South Atlantic,21828069,"Malabar, Florida",1166206698,C
Florida,South Atlantic,21828069,"Malone, Florida",1177864925,C
Florida,South Atlantic,21828069,"Manalapan, Florida",1177322841,GA
Florida,South Atlantic,21828069,"Mangonia Park, Florida",1179654123,GA
Florida,South Atlantic,21828069,"Marathon, Florida",1176169787,C
Florida,South Atlantic,21828069,"Marco Island, Florida",1175294679,C
Florida,South Atlantic,21828069,"Margate, Florida",1179286314,C
Florida,South Atlantic,21828069,"Marianna, Florida",1176601232,C
Florida,South Atlantic,21828069,"Marineland, Florida",1166206901,C
Florida,South Atlantic,21828069,"Mary Esther, Florida",1170413964,C
Florida,South Atlantic,21828069,"Mascotte, Florida",1165892568,C
Florida,South Atlantic,21828069,"Mayo, Florida",1166207261,C
Florida,South Atlantic,21828069,"McIntosh, Florida",1166207337,C
Florida,South Atlantic,21828069,"Medley, Florida",1179170898,C
Florida,South Atlantic,21828069,"Melbourne Beach, Florida",1177981920,C
Florida,South Atlantic,21828069,"Melbourne Village, Florida",1177422335,C
Florida,South Atlantic,21828069,"Melbourne, Florida",1175893568,B
Florida,South Atlantic,21828069,"Mexico Beach, Florida",1170512910,GA
Florida,South Atlantic,21828069,Miami,1178356265,B
Florida,South Atlantic,21828069,"Miami Beach, Florida",1179659996,B
Florida,South Atlantic,21828069,"Miami Gardens, Florida",1176617061,GA
Florida,South Atlantic,21828069,"Miami Lakes, Florida",1179140984,C
Florida,South Atlantic,21828069,"Miami Shores, Florida",1178707332,B
Florida,South Atlantic,21828069,"Miami Springs, Florida",1179182349,C
Florida,South Atlantic,21828069,"Micanopy, Florida",1171061456,GA
Florida,South Atlantic,21828069,"Midway, Gadsden County, Florida",1179542079,GA
Florida,South Atlantic,21828069,"Milton, Florida",1178806320,GA
Florida,South Atlantic,21828069,"Minneola, Florida",1165893683,C
Florida,South Atlantic,21828069,"Miramar, Florida",1177436532,GA
Florida,South Atlantic,21828069,"Monticello, Florida",1170707547,C
Florida,South Atlantic,21828069,"Montverde, Florida",1166208435,GA
Florida,South Atlantic,21828069,"Moore Haven, Florida",1177857695,C
Florida,South Atlantic,21828069,"Mount Dora, Florida",1169529801,C
Florida,South Atlantic,21828069,"Mulberry, Florida",1165894709,GA
Florida,South Atlantic,21828069,"Naples, Florida",1179393233,C
Florida,South Atlantic,21828069,"Neptune Beach, Florida",1168421267,C
Florida,South Atlantic,21828069,"New Port Richey, Florida",1166493341,C
Florida,South Atlantic,21828069,"New Smyrna Beach, Florida",1178202962,C
Florida,South Atlantic,21828069,"Newberry, Florida",1176588682,GA
Florida,South Atlantic,21828069,"Niceville, Florida",1170227098,C
Florida,South Atlantic,21828069,"Noma, Florida",1166209636,Start
Florida,South Atlantic,21828069,"North Bay Village, Florida",1178430140,C
Florida,South Atlantic,21828069,"North Lauderdale, Florida",1174997159,GA
Florida,South Atlantic,21828069,"North Miami Beach, Florida",1178562529,C
Florida,South Atlantic,21828069,"North Miami, Florida",1170615442,C
Florida,South Atlantic,21828069,"North Palm Beach, Florida",1179644082,C
Florida,South Atlantic,21828069,"North Port, Florida",1177386047,GA
Florida,South Atlantic,21828069,"North Redington Beach, Florida",1166209768,Start
Florida,South Atlantic,21828069,"Oak Hill, Florida",1178255854,C
Florida,South Atlantic,21828069,"Oakland Park, Florida",1175009420,GA
Florida,South Atlantic,21828069,"Oakland, Florida",1166210013,GA
Florida,South Atlantic,21828069,"Ocala, Florida",1177229732,C
Florida,South Atlantic,21828069,"Ocean Breeze, Florida",1166210093,C
Florida,South Atlantic,21828069,"Ocean Ridge, Florida",1178169478,C
Florida,South Atlantic,21828069,"Ocoee, Florida",1165896320,GA
Florida,South Atlantic,21828069,"Okeechobee, Florida",1165896449,C
Florida,South Atlantic,21828069,"Oldsmar, Florida",1165896517,GA
Florida,South Atlantic,21828069,"Opa-locka, Florida",1178715609,C
Florida,South Atlantic,21828069,"Orange City, Florida",1165896699,C
Florida,South Atlantic,21828069,"Orange Park, Florida",1168420870,C
Florida,South Atlantic,21828069,"Orchid, Florida",1166210564,Start
Florida,South Atlantic,21828069,"Orlando, Florida",1179026010,B
Florida,South Atlantic,21828069,"Ormond Beach, Florida",1166493989,C
Florida,South Atlantic,21828069,"Otter Creek, Florida",1175294199,C
Florida,South Atlantic,21828069,"Oviedo, Florida",1172196121,C
Florida,South Atlantic,21828069,"Pahokee, Florida",1179636517,C
Florida,South Atlantic,21828069,"Palatka, Florida",1173334513,C
Florida,South Atlantic,21828069,"Palm Bay, Florida",1172440457,C
Florida,South Atlantic,21828069,"Palm Beach Gardens, Florida",1179642060,C
Florida,South Atlantic,21828069,"Palm Beach Shores, Florida",1179653691,C
Florida,South Atlantic,21828069,"Palm Beach, Florida",1179656212,FA
Florida,South Atlantic,21828069,"Palm Coast, Florida",1178479501,C
Florida,South Atlantic,21828069,"Palm Shores, Florida",1166210869,Start
Florida,South Atlantic,21828069,"Palm Springs, Florida",1179688617,FA
Florida,South Atlantic,21828069,"Palmetto Bay, Florida",1179464349,GA
Florida,South Atlantic,21828069,"Palmetto, Florida",1177458086,C
Florida,South Atlantic,21828069,"Panama City Beach, Florida",1178199176,C
Florida,South Atlantic,21828069,"Panama City, Florida",1174717712,C
Florida,South Atlantic,21828069,"Parker, Florida",1170726271,Start
Florida,South Atlantic,21828069,"Parkland, Florida",1176659461,C
Florida,South Atlantic,21828069,"Paxton, Florida",1166211045,C
Florida,South Atlantic,21828069,"Pembroke Park, Florida",1175338339,C
Florida,South Atlantic,21828069,"Pembroke Pines, Florida",1175331535,C
Florida,South Atlantic,21828069,"Penney Farms, Florida",1166211144,Start
Florida,South Atlantic,21828069,"Pensacola, Florida",1177044236,B
Florida,South Atlantic,21828069,"Perry, Florida",1174236761,C
Florida,South Atlantic,21828069,"Pierson, Florida",1166211309,C
Florida,South Atlantic,21828069,"Pinecrest, Florida",1179462000,GA
Florida,South Atlantic,21828069,"Pinellas Park, Florida",1177954749,GA
Florida,South Atlantic,21828069,"Plant City, Florida",1169996630,C
Florida,South Atlantic,21828069,"Plantation, Florida",1178301634,B
Florida,South Atlantic,21828069,"Polk City, Florida",1165898323,C
Florida,South Atlantic,21828069,"Pomona Park, Florida",1166229205,Start
Florida,South Atlantic,21828069,"Pompano Beach, Florida",1177455381,B
Florida,South Atlantic,21828069,"Ponce Inlet, Florida",1172833454,C
Florida,South Atlantic,21828069,"Ponce de Leon, Florida",1166229213,C
Florida,South Atlantic,21828069,"Port Orange, Florida",1166494498,C
Florida,South Atlantic,21828069,"Port Richey, Florida",1167144136,C
Florida,South Atlantic,21828069,"Port St. Joe, Florida",1167921112,C
Florida,South Atlantic,21828069,"Port St. Lucie, Florida",1177337321,C
Florida,South Atlantic,21828069,"Punta Gorda, Florida",1178114814,GA
Florida,South Atlantic,21828069,"Quincy, Florida",1165899018,GA
Florida,South Atlantic,21828069,"Raiford, Florida",1166229542,C
Florida,South Atlantic,21828069,"Reddick, Florida",1166229685,C
Florida,South Atlantic,21828069,"Redington Beach, Florida",1166229686,Start
Florida,South Atlantic,21828069,"Redington Shores, Florida",1166229689,C
Florida,South Atlantic,21828069,"Riviera Beach, Florida",1179646609,GA
Florida,South Atlantic,21828069,"Rockledge, Florida",1176899808,C
Florida,South Atlantic,21828069,"Royal Palm Beach, Florida",1174728338,C
Florida,South Atlantic,21828069,"Safety Harbor, Florida",1173481281,C
Florida,South Atlantic,21828069,"San Antonio, Florida",1165900705,GA
Florida,South Atlantic,21828069,"Sanford, Florida",1178436490,C
Florida,South Atlantic,21828069,"Sanibel, Florida",1178602148,B
Florida,South Atlantic,21828069,"Sarasota, Florida",1177811086,B
Florida,South Atlantic,21828069,"Satellite Beach, Florida",1178300318,B
Florida,South Atlantic,21828069,"Sea Ranch Lakes, Florida",1174998738,C
Florida,South Atlantic,21828069,"Sebastian, Florida",1177664516,C
Florida,South Atlantic,21828069,"Sebring, Florida",1173363386,C
Florida,South Atlantic,21828069,"Seminole, Florida",1177416696,C
Florida,South Atlantic,21828069,"Sewall's Point, Florida",1166231030,C
Florida,South Atlantic,21828069,"Shalimar, Florida",1175716699,C
Florida,South Atlantic,21828069,"Sneads, Florida",1177865559,Start
Florida,South Atlantic,21828069,"Sopchoppy, Florida",1172570177,C
Florida,South Atlantic,21828069,"South Bay, Florida",1179636871,C
Florida,South Atlantic,21828069,"South Daytona, Florida",1165902156,C
Florida,South Atlantic,21828069,"South Miami, Florida",1179460797,GA
Florida,South Atlantic,21828069,"South Palm Beach, Florida",1177146380,GA
Florida,South Atlantic,21828069,"South Pasadena, Florida",1165902270,C
Florida,South Atlantic,21828069,"Southwest Ranches, Florida",1175311326,GA
Florida,South Atlantic,21828069,"Springfield, Florida",1165902726,C
Florida,South Atlantic,21828069,"St. Augustine Beach, Florida",1168422206,C
Florida,South Atlantic,21828069,"St. Augustine, Florida",1179414278,GA
Florida,South Atlantic,21828069,"St. Cloud, Florida",1176045660,GA
Florida,South Atlantic,21828069,"St. Leo, Florida",1153515054,GA
Florida,South Atlantic,21828069,"St. Lucie Village, Florida",1166330228,Start
Florida,South Atlantic,21828069,"St. Marks, Florida",1172917226,C
Florida,South Atlantic,21828069,"St. Pete Beach, Florida",1174024022,GA
Florida,South Atlantic,21828069,"St. Petersburg, Florida",1177894868,B
Florida,South Atlantic,21828069,"Starke, Florida",1176386332,GA
Florida,South Atlantic,21828069,"Stuart, Florida",1166493750,C
Florida,South Atlantic,21828069,"Sunny Isles Beach, Florida",1178549476,C
Florida,South Atlantic,21828069,"Sunrise, Florida",1177281973,GA
Florida,South Atlantic,21828069,"Surfside, Florida",1179591833,C
Florida,South Atlantic,21828069,"Sweetwater, Miami-Dade County, Florida",1179193716,C
Florida,South Atlantic,21828069,"Tallahassee, Florida",1179282075,B
Florida,South Atlantic,21828069,"Tamarac, Florida",1174996011,GA
Florida,South Atlantic,21828069,"Tampa, Florida",1177704956,B
Florida,South Atlantic,21828069,"Tarpon Springs, Florida",1176785281,C
Florida,South Atlantic,21828069,"Tavares, Florida",1165903740,C
Florida,South Atlantic,21828069,"Temple Terrace, Florida",1177919876,C
Florida,South Atlantic,21828069,"Tequesta, Florida",1179637090,C
Florida,South Atlantic,21828069,"Titusville, Florida",1178149665,B
Florida,South Atlantic,21828069,"Treasure Island, Florida",1165904793,C
Florida,South Atlantic,21828069,"Trenton, Florida",1165904804,C
Florida,South Atlantic,21828069,"Umatilla, Florida",1165905119,C
Florida,South Atlantic,21828069,"Valparaiso, Florida",1165906003,C
Florida,South Atlantic,21828069,"Venice, Florida",1179683190,C
Florida,South Atlantic,21828069,"Vernon, Florida",1165906155,C
Florida,South Atlantic,21828069,"Vero Beach, Florida",1175751919,GA
Florida,South Atlantic,21828069,"Virginia Gardens, Florida",1179189250,C
Florida,South Atlantic,21828069,"Waldo, Florida",1174832051,GA
Florida,South Atlantic,21828069,"Wauchula, Florida",1165906816,C
Florida,South Atlantic,21828069,"Wausau, Florida",1166332853,C
Florida,South Atlantic,21828069,"Webster, Florida",1165906954,Start
Florida,South Atlantic,21828069,"Welaka, Florida",1166332979,C
Florida,South Atlantic,21828069,"Wellington, Florida",1174730346,GA
Florida,South Atlantic,21828069,"West Melbourne, Florida",1177275781,C
Florida,South Atlantic,21828069,"West Miami, Florida",1179458737,C
Florida,South Atlantic,21828069,"West Palm Beach, Florida",1179657908,B
Florida,South Atlantic,21828069,"West Park, Florida",1175334510,GA
Florida,South Atlantic,21828069,"Westlake, Florida",1178231267,C
Florida,South Atlantic,21828069,"Weston, Florida",1177379595,B
Florida,South Atlantic,21828069,"Westville, Florida",1166333380,GA
Florida,South Atlantic,21828069,"Wewahitchka, Florida",1173821878,C
Florida,South Atlantic,21828069,"White Springs, Florida",1166333493,GA
Florida,South Atlantic,21828069,"Wildwood, Florida",1166493120,GA
Florida,South Atlantic,21828069,"Williston, Florida",1173220667,C
Florida,South Atlantic,21828069,"Wilton Manors, Florida",1176742065,C
Florida,South Atlantic,21828069,"Windermere, Florida",1166494744,C
Florida,South Atlantic,21828069,"Winter Garden, Florida",1174897686,C
Florida,South Atlantic,21828069,"Winter Haven, Florida",1174602400,GA
Florida,South Atlantic,21828069,"Winter Park, Florida",1177860252,C
Florida,South Atlantic,21828069,"Winter Springs, Florida",1165908146,C
Florida,South Atlantic,21828069,"Worthington Springs, Florida",1166334434,GA
Florida,South Atlantic,21828069,"Yankeetown, Florida",1174436855,Start
Florida,South Atlantic,21828069,"Zephyrhills, Florida",1177067063,C
Florida,South Atlantic,21828069,"Zolfo Springs, Florida",1171166674,GA
Georgia,South Atlantic,10788029,"Abbeville, Georgia",1171167087,C
Georgia,South Atlantic,10788029,"Acworth, Georgia",1166760529,C
Georgia,South Atlantic,10788029,"Adairsville, Georgia",1165502646,C
Georgia,South Atlantic,10788029,"Adel, Georgia",1168374078,C
